Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Lazy Summer","The Cove > Pennypack Park > Philly > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/117100439/lazy-summer,2.0,-1,Boulder,V2,1,,40.07769,-75.05608
"Nano Standstart","Geocache Boulder > Pennypack Park > Philly > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/117815106/nano-standstart,1.0,-1,Boulder,V-easy,1,,40.04918,-75.03737
"Basic Member","Geocache Boulder > Pennypack Park > Philly > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/117815215/basic-member,1.0,-1,Boulder,V0-,1,,40.04918,-75.03737
"First To Find","Geocache Boulder > Pennypack Park > Philly > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/117814515/first-to-find,2.0,-1,Boulder,V0,1,,40.04918,-75.03737
"Smurfs 292","Geocache Boulder > Pennypack Park > Philly > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/117992796/smurfs-292,2.0,-1,Boulder,V0+,1,,40.04918,-75.03737
Neocacher,"Geocache Boulder > Pennypack Park > Philly > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/117815247/neocacher,2.0,-1,Boulder,V0+,1,,40.04918,-75.03737
"Pocket Query","Geocache Boulder > Pennypack Park > Philly > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/117815141/pocket-query,2.0,-1,Boulder,V1,1,,40.04918,-75.03737
"Muggle Toes","Geocache Boulder > Pennypack Park > Philly > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/117815293/muggle-toes,3.0,-1,Boulder,V2+,1,,40.04918,-75.03737
"Cache Money","Geocache Boulder > Pennypack Park > Philly > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/117991995/cache-money,3.0,-1,Boulder,V3,1,,40.04918,-75.03737
Vangelis,"Deer Rock > Pennypack Park > Philly > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/117819920/vangelis,1.0,-1,Boulder,V0-,1,,40.04762,-75.03718
"Palmtius Pilate","Deer Rock > Pennypack Park > Philly > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/117820181/palmtius-pilate,2.0,-1,Boulder,"V1 PG13",1,,40.04762,-75.03718
"Tannhäuser Gate","Deer Rock > Pennypack Park > Philly > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/117819536/tannhauser-gate,3.0,-1,Boulder,V2,1,,40.04762,-75.03718
Milkweed,"Insectarium Boulder > Pennypack Park > Philly > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/120166325/milkweed,2.0,-1,Boulder,V0-,1,,40.045,-75.02084
Caterpillar,"Insectarium Boulder > Pennypack Park > Philly > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/120166855/caterpillar,1.0,-1,Boulder,V0,1,,40.045,-75.02084
Ovum,"Insectarium Boulder > Pennypack Park > Philly > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/120166922/ovum,1.5,-1,Boulder,V1,1,,40.045,-75.02084
Chrysalis,"Insectarium Boulder > Pennypack Park > Philly > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/120166381/chrysalis,3.0,-1,Boulder,V1,1,,40.045,-75.02084
Monarch,"Insectarium Boulder > Pennypack Park > Philly > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/120166360/monarch,3.0,-1,Boulder,V3,1,,40.045,-75.02084
Project,"Insectarium Boulder > Pennypack Park > Philly > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/120178159/project,3.0,-1,Boulder,V4-5,1,,40.045,-75.02084
"Ten Thousand Feet Up Mega-Traverse","Ten Thousand Feet Up Area > Lorimer Park > Philly > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/116365483/ten-thousand-feet-up-mega-traverse,2.5,-1,Boulder,V-easy,1,70,40.09945,-75.07102
"That high start I Don't Know","Main Boulder > Lorimer Park > Philly > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/122821319/that-high-start-i-dont-know,2.0,-1,Boulder,V4,1,10,40.09729,-75.0742
"No Smoking","Temple University > Philly > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/116363700/no-smoking,1.0,-1,Boulder,"V2 R",1,20,39.98146,-75.15594
"Surfer © Teen Confronts Fear","Haddington Woods > Cobbs Creek > Philly > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/116754901/surfer-c-teen-confronts-fear,1.0,-1,Boulder,V0-,1,,39.96536,-75.25338
"Electric Squid","Haddington Woods > Cobbs Creek > Philly > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/118245146/electric-squid,2.0,-1,Boulder,V1+,1,,39.96536,-75.25338
"Behind the Bank","Haddington Woods > Cobbs Creek > Philly > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/116754962/behind-the-bank,2.0,-1,Boulder,V2,1,,39.96536,-75.25338
Project,"Haddington Woods > Cobbs Creek > Philly > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/117300843/project,1.0,-1,Boulder,V4,1,,39.96536,-75.25338
Project,"Haddington Woods > Cobbs Creek > Philly > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/116754813/project,2.0,-1,Boulder,V5,1,,39.96536,-75.25338
"Indian Creek Traverse","Indian Creek Boulder > Cobbs Creek > Philly > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/117133702/indian-creek-traverse,2.0,-1,Boulder,V0+,1,,39.97745,-75.26025
"V Zorro","Picasso Wall > Quarry 1 > Cobbs Creek > Philly > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/117137504/v-zorro,1.0,-1,Boulder,V0,1,,39.97742,-75.25845
"Zorro Dyno","Picasso Wall > Quarry 1 > Cobbs Creek > Philly > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/117137684/zorro-dyno,1.0,-1,Boulder,V1,1,,39.97742,-75.25845
"Junk Dunk","Dr. Strangelove > Quarry 1 > Cobbs Creek > Philly > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/117134081/junk-dunk,3.0,-1,Boulder,V2+,1,,39.97743,-75.2581
"Dr. Strangelove","Dr. Strangelove > Quarry 1 > Cobbs Creek > Philly > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/117134044/dr-strangelove,3.0,-1,Boulder,V3+,1,,39.97743,-75.2581
Blowhole,"Beached Boulder > Cobbs Creek > Philly > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/117561317/blowhole,0.5,-1,Boulder,V0,1,,39.96518,-75.25129
"Early 70s Gymnastics","Beached Boulder > Cobbs Creek > Philly > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/117295169/early-70s-gymnastics,2.0,-1,Boulder,V0+,1,,39.96518,-75.25129
"Unicorns in Paradise","Beached Boulder > Cobbs Creek > Philly > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/117295703/unicorns-in-paradise,3.0,-1,Boulder,V1,1,,39.96518,-75.25129
"Raining Blubber","Beached Boulder > Cobbs Creek > Philly > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/117553160/raining-blubber,3.0,-1,Boulder,V1+,1,,39.96518,-75.25129
"Happy Birthday Arête","Quarantine Boulders > Cobbs Creek > Philly > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/119256664/happy-birthday-arete,1.0,-1,Boulder,V-easy,1,,39.96573,-75.25434
Purell,"Quarantine Boulders > Cobbs Creek > Philly > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/119256720/purell,1.0,-1,Boulder,V-easy,1,,39.96573,-75.25434
"Anthony Slouchi","Quarantine Boulders > Cobbs Creek > Philly > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/120707523/anthony-slouchi,2.0,-1,Boulder,V0,1,,39.96573,-75.25434
Droplet,"Quarantine Boulders > Cobbs Creek > Philly > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/119256551/droplet,2.0,-1,Boulder,V0+,1,,39.96573,-75.25434
Virulence,"Quarantine Boulders > Cobbs Creek > Philly > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/119256622/virulence,2.0,-1,Boulder,V1,1,,39.96573,-75.25434
"Social Distancing","Quarantine Boulders > Cobbs Creek > Philly > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/119256758/social-distancing,3.0,-1,Boulder,V1,1,,39.96573,-75.25434
"Chillin' Out Vaxin'","Quarantine Boulders > Cobbs Creek > Philly > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/120707585/chillin-out-vaxin,3.0,-1,Boulder,V3,1,,39.96573,-75.25434
"The Direct","Wall Park Boulder > Philly > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/121980610/the-direct,2.0,-1,Boulder,V0,1,8,40.07778,-75.12878
"Crimps N Slots","Wall Park Boulder > Philly > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/121980570/crimps-n-slots,2.0,-1,Boulder,V1,1,8,40.07778,-75.12878
Pinchy,"Wall Park Boulder > Philly > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/121980603/pinchy,2.0,-1,Boulder,V2,1,10,40.07778,-75.12878
"Marco Polo","Wall Park Boulder > Philly > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/121980618/marco-polo,3.0,-1,Boulder,V2,1,10,40.07778,-75.12878
"High Tensions","Wall Park Boulder > Philly > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/121980640/high-tensions,3.0,-1,Boulder,V2,1,12,40.07778,-75.12878
Rarete,"Yorktown Plaza > Philly > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/121980755/rarete,3.0,-1,Boulder,V2,1,20,40.07917,-75.12684
"Cosi Dyno","Yorktown Plaza > Philly > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/121980738/cosi-dyno,4.0,-1,Boulder,V4,1,20,40.07917,-75.12684
"Mini crack","Downingtown Boulders > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/108036047/mini-crack,1.3,-1,Boulder,V0-,1,7,39.9777,-75.6812
"Belly Flop","Downingtown Boulders > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/108838659/belly-flop,1.0,-1,Boulder,V0,1,7,39.9777,-75.6812
Waterfall,"Downingtown Boulders > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/108838688/waterfall,0.5,-1,Boulder,V0,1,7,39.9777,-75.6812
"Run Off","Downingtown Boulders > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/108838697/run-off,0.5,-1,Boulder,V0,1,8,39.9777,-75.6812
"After Hours","Downingtown Boulders > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/112919867/after-hours,1.0,-1,Boulder,V0-1,1,12,39.9777,-75.6812
"Business Time","Downingtown Boulders > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/108036032/business-time,1.5,-1,Boulder,V2,1,10,39.9777,-75.6812
"Business Time Direct","Downingtown Boulders > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/108838582/business-time-direct,1.0,-1,Boulder,V3,1,12,39.9777,-75.6812
"Broken Heart","Ridley Creek Boulders > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/108959048/broken-heart,2.1,-1,Boulder,V0,1,6,39.94528,-75.42376
"Ridleys Oyster Shell","Ridley Creek Boulders > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/109073936/ridleys-oyster-shell,2.0,-1,Boulder,V0-1,1,7,39.94528,-75.42376
"Ridleys Gap","Ridley Creek Boulders > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/108959788/ridleys-gap,2.0,-1,Boulder,V0-1,1,10,39.94528,-75.42376
"Two Humps","Ridley Creek Boulders > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/109073916/two-humps,2.5,-1,Boulder,V0-1,1,6,39.94528,-75.42376
"Typical birds boro","Warm up boulder > Hay Creek Boulders > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111605962/typical-birds-boro,1.5,-1,Boulder,V-easy,1,21,40.23926,-75.83344
"Easy street","Warm up boulder > Hay Creek Boulders > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111605978/easy-street,1.0,-1,Boulder,V-easy,1,12,40.23926,-75.83344
"Crack ladder","Warm up boulder > Hay Creek Boulders > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111605755/crack-ladder,1.5,-1,Boulder,V-easy,1,12,40.23926,-75.83344
"Stupid white man","Warm up boulder > Hay Creek Boulders > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111606018/stupid-white-man,2.0,-1,Boulder,V0-,1,10,40.23926,-75.83344
"no name","Warm up boulder > Hay Creek Boulders > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111606034/no-name,2.0,-1,Boulder,V0,1,11,40.23926,-75.83344
"Ren and stimpy","Warm up boulder > Hay Creek Boulders > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111606044/ren-and-stimpy,2.0,-1,Boulder,V0,1,10,40.23926,-75.83344
"Muddy mud skipper","Warm up boulder > Hay Creek Boulders > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111606055/muddy-mud-skipper,2.0,-1,Boulder,V0,1,10,40.23926,-75.83344
"One pump chump","Warm up boulder > Hay Creek Boulders > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111605950/one-pump-chump,2.0,-1,Boulder,V1,1,12,40.23926,-75.83344
Thundercat,"Warm up boulder > Hay Creek Boulders > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111605927/thundercat,4.0,-1,Boulder,V3,1,12,40.23926,-75.83344
"Half pump hump","Solo Boulder > Hay Creek Boulders > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111606077/half-pump-hump,3.0,-1,Boulder,V0,1,10,40.2393,-75.83341
"Turkey Hill hot dog","Lower Boulder > Hay Creek Boulders > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111609259/turkey-hill-hot-dog,2.0,-1,Boulder,V2-3,1,9,40.23908,-75.83403
"Workin man","The Gem > Hay Creek Boulders > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111617256/workin-man,3.0,-1,Boulder,V4,1,10,40.23927,-75.83387
Overtime,"The Gem > Hay Creek Boulders > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/118760251/overtime,2.0,-1,Boulder,V5-,1,8,40.23927,-75.83387
"Crack Head","Cobra rock > Hay Creek Boulders > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111617300/crack-head,2.0,-1,Boulder,V1,1,7,40.23928,-75.83405
"The Talking Snake","Cobra rock > Hay Creek Boulders > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111617401/the-talking-snake,2.0,-1,Boulder,V2,1,8,40.23928,-75.83405
"Cobra Strike","Cobra rock > Hay Creek Boulders > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111617380/cobra-strike,2.0,-1,Boulder,V3,1,6,40.23928,-75.83405
"2 Beers Deep","High Ball Boulder > Hay Creek Boulders > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111617448/2-beers-deep,2.0,-1,Boulder,V2,1,20,40.23931,-75.83504
"Dirty Fingers","Chester Valley Trail Outcrop > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/112888803/dirty-fingers,0.5,-1,Boulder,V0,1,12,40.0494,-75.53448
"Dirty Old Crack Rock","Chester Valley Trail Outcrop > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/112888827/dirty-old-crack-rock,1.0,-1,Boulder,V0-1,1,12,40.0494,-75.53448
"Finger Hand Fist","The Bunker > Saint Peter's Village > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/116489974/finger-hand-fist,1.0,-1,Boulder,"V0-1 PG13",1,10,40.1762,-75.73542
"Run Train","The Bunker > Saint Peter's Village > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/116489918/run-train,2.0,-1,Boulder,V2,1,12,40.1762,-75.73542
"Whoever Killed That Tree, Your Mom's a Hoe","The Bunker > Saint Peter's Village > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/116490062/whoever-killed-that-tree-your-moms-a-hoe,2.0,-1,Boulder,V2-3,1,8,40.1762,-75.73542
"Clearcoat Left","Clearcoat Face > Whittaker Trail Head Memorial Park > East Branch Brandywine Creek > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/113047226/clearcoat-left,1.0,-1,Boulder,V0-,1,12,40.0355,-75.7086
"Commitment Issues","Clearcoat Face > Whittaker Trail Head Memorial Park > East Branch Brandywine Creek > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/115683091/commitment-issues,2.0,-1,Boulder,"V1 PG13",1,14,40.0355,-75.7086
"Trout Erection","Clearcoat Face > Whittaker Trail Head Memorial Park > East Branch Brandywine Creek > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/116982762/trout-erection,1.0,-1,Boulder,V1+,1,10,40.0355,-75.7086
"Clearcoat direct","Clearcoat Face > Whittaker Trail Head Memorial Park > East Branch Brandywine Creek > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/113047239/clearcoat-direct,1.0,-1,Boulder,"V2 PG13",1,12,40.0355,-75.7086
"Clearcoat Arete","Clearcoat Face > Whittaker Trail Head Memorial Park > East Branch Brandywine Creek > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/113047309/clearcoat-arete,2.5,-1,Boulder,V3,1,12,40.0355,-75.7086
"Clearcoat Cut","Clearcoat Face > Whittaker Trail Head Memorial Park > East Branch Brandywine Creek > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/118927996/clearcoat-cut,2.0,-1,Boulder,"V4 PG13",1,12,40.0355,-75.7086
"Peace Out","Peace Pipe > Whittaker Trail Head Memorial Park > East Branch Brandywine Creek > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/113047406/peace-out,2.0,-1,Boulder,V0,1,15,40.03558,-75.70886
"Peace Out Direct","Peace Pipe > Whittaker Trail Head Memorial Park > East Branch Brandywine Creek > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/115677143/peace-out-direct,1.0,-1,Boulder,V1,1,7,40.03558,-75.70886
"Bring Your Protection","Protection Face > Whittaker Trail Head Memorial Park > East Branch Brandywine Creek > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/113047459/bring-your-protection,3.0,-1,Boulder,V1+,1,15,40.03565,-75.70896
"Boogie Man","Protection Face > Whittaker Trail Head Memorial Park > East Branch Brandywine Creek > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/113047478/boogie-man,3.0,-1,Boulder,V1+,1,20,40.03565,-75.70896
"Misty Green","Baby Roof > Whittaker Trail Head Memorial Park > East Branch Brandywine Creek > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/115683033/misty-green,1.0,-1,Boulder,V2-3,1,7,40.03588,-75.70906
"Grippy Gully","Shelmire Road Hillside > East Branch Brandywine Creek > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/117061406/grippy-gully,1.0,-1,Boulder,V0,1,12,40.04472,-75.70726
Neighborly,"Shelmire Road Hillside > East Branch Brandywine Creek > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/116092780/neighborly,2.0,-1,Boulder,V1,1,15,40.04472,-75.70726
"Breakfast at Cliffany's","Shelmire Road Hillside > East Branch Brandywine Creek > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/116092765/breakfast-at-cliffanys,2.0,-1,Boulder,V1+,1,15,40.04472,-75.70726
Arachnoflake,"Shelmire Road Hillside > East Branch Brandywine Creek > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/117061321/arachnoflake,1.0,-1,Boulder,V1+,1,15,40.04472,-75.70726
"Roadside Rabble","Shelmire Road Hillside > East Branch Brandywine Creek > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/119566877/roadside-rabble,2.0,-1,Boulder,"V3- PG13",1,12,40.04472,-75.70726
"Tripping While Dogsitting","Shelmire Road Hillside > East Branch Brandywine Creek > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/117060979/tripping-while-dogsitting,3.0,-1,Boulder,V3-,1,15,40.04472,-75.70726
"Core Shot Club","Shelmire Road Hillside > East Branch Brandywine Creek > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/117061369/core-shot-club,3.0,-1,Boulder,V3+,1,12,40.04472,-75.70726
"Easy Friction","N Reeds Road Hollow > East Branch Brandywine Creek > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/116523614/easy-friction,1.0,-1,Boulder,V0,1,12,40.05121,-75.73424
"Line Drive","N Reeds Road Hollow > East Branch Brandywine Creek > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/116523591/line-drive,1.0,-1,Boulder,V1,1,15,40.05121,-75.73424
"Grit Hymnal","N Reeds Road Hollow > East Branch Brandywine Creek > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/116524426/grit-hymnal,3.0,-1,Boulder,V1,1,12,40.05121,-75.73424
"Negative Space","N Reeds Road Hollow > East Branch Brandywine Creek > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/116523579/negative-space,2.0,-1,Boulder,V2,1,15,40.05121,-75.73424
"Questionable Mantle Health","N Reeds Road Hollow > East Branch Brandywine Creek > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/116640190/questionable-mantle-health,3.0,-1,Boulder,V3,1,15,40.05121,-75.73424
"Mid-Atlantic Punter's Club","N Reeds Road Hollow > East Branch Brandywine Creek > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/116523630/mid-atlantic-punters-club,3.0,-1,Boulder,V4-5,1,12,40.05121,-75.73424
"I Still Have Sean's Pads","Marsh Creek Lake Drainage Area > East Branch Brandywine Creek > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/122121995/i-still-have-seans-pads,2.0,-1,Boulder,V-easy,1,10,40.04988,-75.71919
"Big Easy","Marsh Creek Lake Drainage Area > East Branch Brandywine Creek > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/116525407/big-easy,1.0,-1,Boulder,V0,1,15,40.04988,-75.71919
"Leash Your Dog","Marsh Creek Lake Drainage Area > East Branch Brandywine Creek > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/122121980/leash-your-dog,3.0,-1,Boulder,V3-,1,10,40.04988,-75.71919
"Trail Headgame","Controlled Descent Boulder > Mount Johnson Nature Center Overhangs > East Branch Brandywine Creek > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/116536201/trail-headgame,1.0,-1,Boulder,V1,1,8,39.97054,-75.67525
Smidge,"The Falls > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/119027838/smidge,2.0,-1,Boulder,V0,1,6,39.87236,-75.45859
"Moon Rising","The Falls > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/118840152/moon-rising,2.0,-1,Boulder,V0-1,1,12,39.87236,-75.45859
"King Cobra","The Falls > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/118790333/king-cobra,4.0,-1,Boulder,V1,1,15,39.87236,-75.45859
Flyguy,"The Falls > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/118790257/flyguy,3.0,-1,Boulder,V1-2,1,15,39.87236,-75.45859
Icarus,"Smedley Park > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/118854420/icarus,2.0,-1,Boulder,V0,1,8,39.91984,-75.3616
Spike,"Smedley Park > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/118854200/spike,3.0,-1,Boulder,V0,1,10,39.91984,-75.3616
"Le Fin","Smedley Park > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/118840160/le-fin,3.0,-1,Boulder,V0,1,10,39.91984,-75.3616
"Barefoot Traverse","Smedley Park > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/118854257/barefoot-traverse,1.0,-1,Boulder,V0,1,15,39.91984,-75.3616
Bob-ombs,"Smedley Park > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/118854096/bob-ombs,2.0,-1,Boulder,V0,1,12,39.91984,-75.3616
Colony,"Smedley Park > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/118854913/colony,2.0,-1,Boulder,V0-1,1,10,39.91984,-75.3616
Gengar,"Smedley Park > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/118839649/gengar,3.0,-1,Boulder,V0-1,1,12,39.91984,-75.3616
"Swarm of Eels","Smedley Park > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/118854865/swarm-of-eels,3.0,-1,Boulder,V0-1,1,10,39.91984,-75.3616
Nascar,"Smedley Park > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/118839597/nascar,3.0,-1,Boulder,V1-2,1,12,39.91984,-75.3616
"Tunnel Vision","Smedley Park > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/118854345/tunnel-vision,1.5,-1,Boulder,V1-2,1,10,39.91984,-75.3616
"Tardis Cave","Smedley Park > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/118853999/tardis-cave,3.0,-1,Boulder,V2-3,1,12,39.91984,-75.3616
"Gengar Low","Smedley Park > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/118969514/gengar-low,3.0,-1,Boulder,V2-3,1,15,39.91984,-75.3616
Hiangle,"Smedley Park > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/118854153/hiangle,2.0,-1,Boulder,"V3-4 PG13",1,10,39.91984,-75.3616
Electra,"Smedley Park > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/118839625/electra,2.0,-1,Boulder,V3-4,1,10,39.91984,-75.3616
"Tardis Cave Low","Smedley Park > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/118854034/tardis-cave-low,3.0,-1,Boulder,V4-5,1,15,39.91984,-75.3616
Ladder,"Saul Preserve > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/118840120/ladder,1.0,-1,Boulder,V0,1,8,39.89432,-75.38876
Chaos,"Saul Preserve > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/118840131/chaos,2.0,-1,Boulder,V0,1,8,39.89432,-75.38876
Mythos,"Saul Preserve > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/118840142/mythos,2.0,-1,Boulder,V3-4,1,8,39.89432,-75.38876
"Cheap Thrills","R Crum Wall > Alligator Rock > Crum Woods > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/119136707/cheap-thrills,1.0,-1,Boulder,V0-,1,,39.90683,-75.3572
"Mr. Natural","R Crum Wall > Alligator Rock > Crum Woods > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/119136843/mr-natural,3.5,-1,Boulder,V0,1,,39.90683,-75.3572
"Apex Novelties","R Crum Wall > Alligator Rock > Crum Woods > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/119136870/apex-novelties,3.0,-1,Boulder,V1-,1,,39.90683,-75.3572
